Customer Review,Emotion
bam pengerasnya gak dikirim?,1
untuk pengatur besar topinya dari plastik dan gampang putus,1
tidak ada dlm box,1
tidak berfungsi baik,1
"pengiriman lama, barang nya cacat tolong diperbaiki layanan nya !",1
"packing tebel double bubble wrap, kardus di dlm juga utuh. tp barang yg datang penyok. artinya brg sudah cacat saat dikirim. lokasi sy dkt dng tefal jd pengiriman cepat, sy join tokopedia dr 2015 dan blja 3-4x sehari jd bs bedain brg rusak krn pengiriman atau memang sudah cacat. sy punya video unboxingnya. tp krn susah skali upload foto& video untuk complain, dan beli krn event akhir thn, jd ya sudahlah. tp produk rusak jng menyalahkan ekspedisi. lbh baik tulis di deskripsinya : promo cuci gudang, brg tidak dapat dikembalikan. jd kita para pembeli jg gak expect too much. dpt brg cacat, terima resiko. ps:spt biasa admin pasti membalas ulasan dengan mohon respon chat dari kami. kenyataan mrk tdk pernah menghubungi pembeli jika produk cacat. bintang 1, untk admin & produk",1
"pesen playdogh 3, dikirim cuma 1, pesen stamp tp ga dikirim.. padahal byr full.. ga ada cfm sama sekali.. sangat ga rekomended tokonya (maaf sy ksh bintang 1, lain kali hrs lebih amanah kl jual)",1
"klik klaim hadiah 0 rupiah dari tokopedia tapi malah tidak di kirim sampai satu minggu. padahal stok masih ada sangat jelas masih tersedia di bar ijo. dicek sedang dikirim dan ada nomor resi, tapi tidak valid. entah yang salah di seller atau ekspedisi. mengecewakan pelanggan baru yang baru gabung di tokopedia. semoga kedepannya tidak terjadi lagi.",1
"kecewa banget pengiriman hanya dibungkus buble wrap doang sehinga ptodak ada yg pecah , dan ada prodak yg bocor tetap dikirim ketika dikomplain disuruh kirim balik bayar ongkosnya rp 10 ribu tapi dikembalikan hanya rp 6 ribu sj , quality kontrolnya jelek , pengemasan nya seadanya sj",1
"sering disconnect, kadang tidak berfungsi autocatch",1
barang sudah sampai tapi tidak sesuai sample,1
gak nyala,1
hati2 ternyata di foto display adalah varian yg ada bonus harga berbeda,1
"barang tidak ada, komplain tidak direspon... pelajaran buat yg beli disini cek hati2 saat datang",1
diphoto ada penjepit buka tutup .. pas dikirim nggak ada,1
"jujur kecewa, 1. pengiriman sangat terlambat. 2. lampu led kualitasnya sangat buruk, pakai kurang lebih 15 menit langsung mati, tak terpakai lagi. 3. akrilik hitam seperti yang dijanjikan tidak ada. 4. ada harga ada rupa.5. it's a negative negative deal afterall.",1
"baunya pasaran, prtama kali pakai semua orang sekitar gue sakit kepala.. jangan trlalu expektasi tinggi... rugi kalian harga segitu..",1
beli 3 kg minta dimix pisang yg msh hijau & kuning eh dikirim kuning semua... hadeeehh,1
"jangan tergoda harga murah, ternyata tidak sesuai antara barang dengan deskripsi. deskripsi tertulis paket termasuk sarung kulit ternyata tidak ada, seller hanya meminta pengiriman kembali barangnya tanpa ada permintaan maaf dan proses penyelesaiannya membutuhkan waktu dan biaya lagi sehingga tidak saya kembalikan. menyesal beli disini...",1
"kunci bagian depan kendur alias tidak kencang, dan respon seller sangat tidak memuaskan...",1
pelayanan kurang cepat dan ramah,1
salah satu stik tidak berfungsi. coba chat penjual tidak direspon.,1
"kesan pertama gak baik.. parkiran gojek menjadi tanggung jawab pembeli.. kapok ah, beli ditoko ini lagi. semoga lancar aja bos.",1
tidak seperti yg diperkirakan sebelumnya. lebih baik pakai aica aibon.,1
"barang 1 minggu baru nyampe,,, itu pun saya harus 2x ke jne pedati urusin baru barang sampai..... evaluasi bos! biar nggk gini lagi. cape, ribet urusinnya,,,, nggk dpt apa2",1
paking tidak rapih jebol,1
seller jelek ga recommended mending ga usah belanja disini,1
"bahan plastiknya tdk stretch, kaku dan tidak bagus aluas tdk bs melekat spt plastiknya stretch biasanya, not recommended",1
chat gk pernah di balas tidak recommend untuk beli,1
pesan yg varian 20pcs tp cuma dikirim 10pcs,1
"beli baru, tapi kok kacamatanya kotor dan usang...",1
"judul & deskripsi misleading, bikin org salah paham & udah keburu yg nyampe nggak sesuai pesanan. ini blm pasti dpt right light ya, hati2 kl beli",1
keras sekali. sampai tangan sakittt . yg dijual paket bagus. yg dijual lepasnya beda bgt. nyesel beli banyak.,1
gua rekomendasi jgn beli disini. toko ndak amanah sama skali. beli bola keliru ngasih tikar. ok saya maklumi. lalu saya kembalikan barangnya. dan saya minta kirim ulang. customer ndak difollow up sama skali. sampek skarang uda stngh bulan belum dikirim.,1
"banyak game yang rusak,,, beberapa game tidak bisa di save...... biarlah saya ngga akan protes apa pun, tapi saya harap seller lebih cek dan ricek barang sebelum kirim.... kalau sudah sampai tapi barang rusak kaya gini, yang rugi konsumen bukan seller... apa lagi pembeli yang jauh/ dari luar kota seperti saya....",1
"baru dateng, baru di coba malah udah copot yg bagian kanan, udah coba di perbaiki trus coba di pake lagi masih copot juga",1
"harus lebih kompak lagi antara owner & admin, perhatikan stock barang, jangan kecewakan konsumen, terima kasih",1
lain kali tolong lah di cek baik baik sebelum di bungkus,1
"pie susunyabberjamur, padahal baru disimpan sekitar semingguan dan expiry date masih sebulan. biasanya kalo beli di bali ga kayak gitu, ya biar temen2 yang beli pie susu nya aware aja ya. sedih juga udah disayang2 makannya, eh pas mau makan ternyata jamuran, terpaksa dibuang ???? udah chat juga ke sellernya, katanya karena ga dimasukin ke kulkas. tp dulu pas beli di bali jg ga masukin kulkas sih... fyi aja buat temen2 yg mo beli yah",1
"sepertinya kali ini berlaku prinsip harga sesuai kualitas. waktu cek awal udah feeling ga enak krn ada 1 bantal kaki yg lepas. lanjut kemudian tiang penyangga bagian tengah lepas. lanjut penghubung tiang tidak bisa dicantolin. saya coba, masih biaa di pake. ada sedikit harapan, tapi tidak lama kemudian mur untuk penopang hape lepas pada saat proses pasang hape. jadi totally ga bisa di pake. yahhh anggap aja hitung2 amal deh. pengalaman aja. untuk tokonya no comment sih, krn ga komunikasi lebih.",1
jauh dari expektasi bahannya kucel,1
"pengiriman laptop dr toko tidak dicek dahulu,.. laptop yg dikasih ke pembeli layar pecah, kerdus rusak,.. padahal packingan tidak ada yg rusak,... menghabiskan waktu saja, buat klaim ke tokpedia, berminggu minggu baru berhasil klaim ke pihak asuransi. ternyata toko yg sudah verified tidak menjamin, pelayanan toko ini buruk, respon cepat saat awal beli aja,.. saat dikomplen sangat lama, mengulur2 waktu, tidak mau tanggung jawab,.. padahal jelas komplainan langsung dihari berikutny setelah paket dibuka, yg seharusny, bisa langsung tuker unit langsung dr toko.... trus apa gunany ditulis di deskripsi garansi toko 3 hari ???... cukup terakhir beli disini, thanks",1
"sebelum mempercayakan penyimpanan data kalian . mending pikir dulu deh . saya baru pakai blm 2 minggu , kartu langsung tidak terbaca lagi . mana ada data yg tidak bsa di selamatkan . dan proses garansinya aja pake estimasi sebulan . yap sebulan . mending beli yg pasti aja . merk baru blum tentu terjamin kualitasnya . be carefull and keep healthy . thx",1
"hati hati ada jebakan. be careful. judul dan deskripsi tertulis dart game besar 17 isi paket : 1 buah papan dart 17 inch, kenyataannya, yg dikirim hanya ukuran 15 (15 inch). be careful.",1
"yg sebelah kanan ga bisa pas di telinga, udh dicoba 4 org,, hasilx sama ga bisa pas jadi dengarx ga maksimal",1
"pengiriman lama, charger tidak fast charging",1
"beli 8 isi ulang sama 2 pulpen, yg dikirim cuma 6 isi ulang sama 2 pulpen. kalo jualan yang teliti dan jujur dong gan. sayangnya saya gak video in saat unboxing jadi kalo komplain gak ada buktinya. rugi 20ribu ya udah lah diiklasin aja, smoga dijadikan plajaran untuk jadi pembeli yang pintar",1
hati2 untuk yng beli alat ini. saya baru pake 2 kali dan besiny copot dari base nya. seller tidak memberikan solusi padahal saya meminta replacement dan bukan refund. saya sarankan untuk membeli merek lain dripda membeli brang defect dari toko ini.,1
"barang ga sampai gara gara sicepat ngilangin barangnya, dan dana pengembalian belom masuk juga admin membantu tapi pas komplain selesai dan dananya ga masuk, ga dibales lagi chatnya",1
alatnya sering mati sendiri kak,1
barang ga ada yg bisa di pake.,1
"jangan mau beli disini.. kemasan nya jelek, barang sampai dalam keadaan pecah dan seller nya gk mau tanggung jawab",1
"pengiriman lama banget, kurirnya gagal pickup terus. setrikanya ternyata besar dan lumayan berat.. packingnya tipiss cuma bublewrap selapis. kualitas strikanya jg kurang menurutku, soalnya ga terlalu panas jd lama setrikanya",1
"batery remote stick cepet habis, signal remote juga kadang ada kadang tidak ada,,,, apa ada ide agar awet dan signal stabil,?",1
"produk tidak sesuai dengan deskripsi, penjual juga salah kirim dan tdk solutif, padahal sudah dituliskan instruksi di keterangan",1
"ngga cocok sama hp realme 5 pro. ngga konek, manual pake bahasa china sulit dipahami",1
bangkai yg ada... sdh pd mati semuanyaaa,1
koper penyok. dari awal sdh pengen nambah bubble/dus soalnya pengiriman luar jabodetabek. smoga jd evaluasi seller.,1
plastik sdh terbuka saat barang datang (tidak tersegel) dan minta nya warna biru dpt nya warna hitam,1
saya nyesel pake yg same day.. rugi dikirimnya lama,1
"unboxing barang setelah seminggu karena dr luar kota, kecewa bgt sy beli 2 barang ditoko ini, satu tripod ini satu lagi cover plastik anti air, pas diunboxing ternyata yg dikirim cuma tripod aja, cover plastiknya tidak ada. emang harga murah, gak sebrapa tapi kualitas toko harusnya diutamakan. gak tau gak teliti atau sengaja gak dikirim. yg pasti costumer udah dirugikan. waspada yg belanja online, power negativege gak ngejamin trust seller.",1
barang sesuai deskripsi dan berfungsi dengan baik. cuma tidak puas dg pelayanan dari penjual. pesanan diproses h+2 dan di pick up h+4 itu pun sesudah dikomplen baru bergerak,1
"saya beli 2, mohon maaf sebelumnya, sudah saya minta tolong untuk mencoba tes fisik dulu sebelum kirim. tdk tahu d coba atau belum, tp sepertinya tdk d coba. alhasil ada 1 yang cacat. ujung2nya pembeli harus return. itu hal yang merepotkan pembeli. maaf saya beri 2b",1
beli 5 pd gosong semua.?? baru apa bekas nih? biasanya beli ga gini. untung asuransi 90 hari.,1
dusnya robek dan terbuka kemasannyaa,1
barang tdk diterima. pengembalian dana tdk diterima. dan saya disuruh urus sendiri ke toped.,1
tidak sesuai dengan kualitasnya dan panjangnya di gambar,1
"pashminanya pendek, gak seperti yang ada di deskripsi",1
"barang tidak ada, komplain tidak direspon... pelajaran buat yg beli disini cek hati2 saat datang",1
barang tidak pernah sampai... malah disuruh ngambil sendiri... ngga rekomen banget,1
dendeng yg sy terima ada beberapa yang muncul jamur putih di dipermukaan dagingnya. untuk rasa banyak sekali ketumbarnya sehingga waktu dimakan rasanya kasar sekali. seller mohon diperhatikan kualitas produk sebelum dijual. terima kasih.,1
"kemasannya memakai plastik, mudah mangap, rawan bocor, tidak sebanding dengan harganya",1
selangnya robek. tasnya jg robel di sudut,1
"jelek, panjang dan lebar gak rata, akhirnya bukan terlihat bagus malah terlihat jelek, akhirnya saya copot",1
tidak sesuai gambar dan kecil,1
pisang kecil isinya sedikit nyeesel,1
"jangan mau beli, gaada efeknya sama sekali.. ada efeknya pas basah doang jadi item kalo udah kering sama ajeee! sarung tangannya juga bekas..??",1
gak sesuai gambar depan terlalu pendek,1
"tidak direkomendasikan buat tembok lama, tembok lembab, ganti warna beda dari warna asal, isi juga kurang dari label, dijamin tidak memuaskan! harga gak pernah nipu",1
"pesan godly grey malah datang nya lovely brown , gak teliti banget admin nya",1
tidak dipotong sesuai permintaan,1
kapok belanja disini lama banget pengiriman nya!,1
barang (printer) yang di kirim rusak admin online tapi tidak mau membalas chat dan pertanyaan saya untuk claim garansi.,1
"hati2 belanja disini dapet unit cacat dblg suruh ajukan komplain nti mau dituker trnyta tokonya sndiri yg blg gabs dituker, official store abal2 ini mah. ga jelas solusinya gmn",1
seller lama sekali kirim. order minggu buat rabu pagi sampe selasa g dikirim. baru dikirim rabunya. kamis baru sampe udah kelar butuhnya. udah request cancel bahkan sebelum barang dikirim tapi seller g mau cancelin alasan gabisa cancel dari audit sistem.,1
"jangan lagi deh beli disini, udah minta pembatalan karena mau ganti alamat tapi hebatnya seller bisa menolak pembatalan secara sepihak tanpa konfirmasi",1
bocor rembes bagian atas . kalo dimiringin bisa abis,1
barang tidak dibungkus bubble .. sampai rumah pecah dech???? nanya sama penjual ktnya tidak bisa claim.. walaupun ada video unboxing ???? ga papa itung2 sedekah aja ke tokonya.. tapi kwalitas tripotnya bagus dan kokoh..,1
"colokan adaptor mengalami kerusakan, respon seller butuh berhari2, diajak diskusi untuk cara memperbaiki sendiri tidak dibalas, akhirnya repair sendiri",1
packingan barangnya berantakan tdk rapi sm skali,1
parah ini toko ga ada tanggung jawab nya,1
"cover buku gak bagus, lem nya kualitas buruk sehingga cover dengan bukunya lepas, kualitas tulisan seperti fotokopi. tidak rekomended untuk beli di sini...",1
. mas yg filter ini kok saya enga terima. yg lain itu ada cuman yg ini yg enga ada. bagaimana,1
"respon seller bagus tapi produknya tidak, suaranya kecil masih kalah dengan mic hp internal. harga sangat tidak sesuai dengan kualitas",1
produk yg dikirim berbeda dgn foto yg tertera..,1
beli 2 pcs tapi yang 1 rusak,1
untuk toko berstatus official store toko ini tidak profesional... saya chatt ketersediaan barang tanggal 10 desember jam 2 pagi dan di jawab oleh admin barang ready jam 8 pagi. seketika saya toko anda tidak akan melayani buyer yang memberi rating jelek sementara toko anda sendiri tidak proferional... order... ternyata sampai sore barang tidak di kirim dan baru tanggal 11 desember jam 10 siang di info kalau barang kosong.. order saya baru di kirim tanggal 12 desember.. anda menyarankan order packing tambahan demi keamanan saat pengiriman dan itu sudah saya penuhi... padhal di toko lain tanpa ada biaya tambahan packing sudah menggunakan kardus itupun harganya barangnya lebih murah... sebagai buyer saya cukup sekali ini saja transaksi di toko ini... terima kasih....,1
"jumlahnya pas 40 pcs, buat ngiket rambut juga pas ga kekencengan cuma ya kalo boleh saran tambahin bubble wrap biar lebih safety, pouch nya kegunting jadinya :( pengemasan juga agak lama",1
hari ini baru terpasang. ternyata ada satu palang yg ukuran pendek cacat.. bengkok dan cedok bekas besi ditekuk.. akhirnya saya pindah posisi palang tersebut dibagian tengah dalam.. secara keseluruhan barang baik. mungkin perlu ditingkatkan qc nya saja.,1
tidak sesuai dengan gambar,1
barang tidak sama antara yg di foto dengan yaang dikirim. tolong yg jujur jika berusaha meskipun nilai uang nya kecil,1
saya mesan dua malah dikirim cuma satu,1
build quality kurang bagus terdapat retak sehingga air keluar dari sela retakan dan air yang keluar tidak maksimal,1
gagal produk baut tdk pas n tmpt pengisian jg tdk pas n tdk bs n boros pemakaiqnnya,1
"barang tidak sesuai dengan di foto, leggingnya jg ada yg sobek",1
ga sesuai ama yg di fhoto pas nyampe lilunnya kecil. buanged ukurannya,1
paking oke bagus. mohon perbaikan. stik bergetar terus tanpa henti. mesin agak sering hang mau ganti game. mohon diperbaiki gan. selisih ongkir juga. trims.,1
baru kali ini pesan di sini kecewa. hasil print meleset dari desain. seller dikasih masukan malah menyalahkan pembeli. ga bakal beli lagi.,1
tidak sesuai ekspektasi saya...... bahan tipis... cuma modelnya yg bagus,1
"maaf saya kasih bintang 1. karena paketnya tidak sampai ke saya langsung. sempat nyasar ke tempat lain karena penerimanya sama dengan nama saya untungnya penerimanya langsung menghubungi saya. tapi pas saya ambil ternyata isi nya cuma 1 box sesuai foto padahal saya pesan 3 box. si penerima mengaku tidak mengambil 2 box sisanya. alamat bisa tidak sampai ke saya karena label alamatnya tidak dibungkus pakai lakban kertas bening jadinya berdebu, kena air bisa pudar kan.",1
saya sangat kecewa belanja di toko ini. respon penjual cuek. tanggapan lama. begitu datang barang tumpah basah. satu minggu baru datang. tidak tau di kirim nya lama atau di pengiriman nya lama.,1
barang kaga di kirim . buat yg belanja banyak lebih teliti karena barang pasti ada yg kaga di kirim 1 item dari total belanja . pelajaran buat saya karena gak teliti . dan yg punya lapak juga gak ada solusi rugi 20k an gpp,1
"ga bisa di pakai,,,",1
komplain krn jam di setting masi tidak menyala jawaban dr admin hanya ok,1
toko ini gimana mau pakai 5 9 di kasih 99 udah mau mati kali 99 jg bener jualan,1
"produk tidak sesuai, pesan laminasi tapi dikirim tanpa laminasi, tulisan buram, prosesur pemesanan sangat ribet",1
barang tidak sesuai gambar,1
tidak pas. terlalu longgar membuat nintendo switch teroyak - oyak di dalam pouch,1
saya tidak menerima produk sama sekali dari kurir dan kurir tidak menelfon saya kalo barang sudah diantarkan dan dititipkan di siapa karena saya belum menerima paket saya saya mengajukan komplain,1
"memang lebih murah dari yang lain, tapi rata2 udah ngga fresh lagi :(",1
harga di struk yang dimasukkan di kotaknya beda dengan harga yang ditampilkan di tokopedia. kok bisa harganya lebih mahal ya? di struk beda jauh harganya,1
g dikirim sm bubble wrap t. t,1
"jumlahnya tidak sesuai dgn promonya. setelah sy terima & dibuka, jumlahnya hanya 4 yg seharusnya 5.",1
"untuk respon penjual bagus, tapi kondisi barang biasa aja bahkan agak rusak bagian tombol dan kadang mati sendiri saat menjalankan game",1
lilinnya kecil tdk. sesuai gambar. pdhl sy perlu angka 1 yg sesuai gambar. buat nemenin angka yg lainnya .,1
ada busa yg telurnya kempes,1
"murah sesuai harga tapi barangnya kerass banget butuh 2 tangan dan ringan, gak berat. jd utk harga murah begini ya gausah ekspektasi tinggi2.",1
"barang yang dikirimkan tidak sesuai dengan orderan saya, ditanya pihak maxim tidak ada balasan sama sekali hanya dibaca saja. dari pihak tokopedia pun sudah dikomplain malah transaksinya selesai dan dananya diteruska ke maxim. lalu barang saya yang kurang bagaimana? tokopedia bilang dichat saja. pintar sekali jawabannya. sudah saya komplain kalo penjual tidak merespon. bobrok sekali sistemnya.",1
"belinya 2 dikirim 1, kurang teliti dalam mengirim pesanan",1
"barang tidak diterima, tidak ada yang bertanggung jawab, pertama kali belanja di sini langsung dikecewain,,,",1
kurang komunikatif,1
1 hari masih bagus hasilnya..3 hari kedepan udah gak bagus lagi.. berembun lagi... gak recomended banget,1
"komiknya ada yg udah kuning kertasnya, stok lama sepertinya",1
"barang baru diterima dicoba ternyata sudah rusak, masak nasi tidak panas. setelah dibawa ke service center ternyata heating element nya yang rusak dan harus nunggu service 1 - 2 minggu dan tidak bisa ganti baru. padahal barang baru datang dicoba sudah rusak. sekarang kondisi belum megang rice cookernya masih nunggu diservice repot juga service adanya diluar kota.",1
maaf bintang nya cmn 2 casan nya gk bisa di pakai sudah saya coba berkali kali baru 20-30 mnt batok casan nya panas bgt klo di pake takut meledak untuk pngiriman dan respon oke,1
plastik pecah jd lembek sebagian,1
"tidak bisa maksimal hasilnya, tetap saja ada yang pecah",1
"nyesel beli , kagak terang",1
"baunya pasaran, prtama kali pakai semua orang sekitar gue sakit kepala.. jangan trlalu expektasi tinggi... rugi kalian harga segitu..",1
lama pengirimannya.,1
"sy order 5pcs dikirim cuma 4, krn weekend senin sy baru cek system sdh close, ini penjual penipu krn ditanya tdk mau jawab padahal dia online",1
"barang palsu, bukan hot wheels original... made in china bukan made malaysia spt diskripsi",1
"kotak paket nya kegedean, coklat gak dibungkus bubble wrap atau kotak paket gak ada tambahan kertas pengisi jadi bentuk coklat nya udh amburadul semua",1
"ada parts yg kurang, sdh dicomplain & jelaskan di chat tp respon nya kurang coperative",1
shieldnya retak dan penjual tidak mau bertanggung jawab padahal saya sudah coba bicara baik2 di inbox. sama sekali tidak merekomendasikan toko ini ????,1
"produk sgt biasa.. jauh bgt bedanya sm foto dgn realnya.. pknya resleting biasa, bahan kasar.",1
"gimana bisa miring begitu? plus udh di wanti2 alamat kirim kantor tutup jam 5 terus libur akhir tahun. udh ditanya udh konfirmasi katanya bisa sblm jam 5 sampe pake sameday. ini nyampe nya jam 8 malem, gw nungguin di warkop depan kantor yg udh gelap. tolonglah kalo udh di notice gitu pilih sameday grab/gojek jgn pake anteraja yg transit sana transit sini. kalo emg ga bisa ga usah diiyakan pas nanya jam 5 sampe apa enggak. kecewa",1
"mungkin pada saat pengiriman, alangkah baiknya kalau di bungkus kardus. dr 50 lembar, 11 lembar bolong. semoga kedepan lebih baik lg.",1
disuruh tambah bubble wrap malah bubble wrap nya di paking sendiri. gangerti,1
tdk sesuai pesanan,1
"paket dikirim kurang , hati aja yg beli disini , memang murah tapi seller tidak respon banget tidak mau di komplain mending beli ke seller lain !",1
bangke sampe rumah mati semua. jangan beli disini.,1
sebelah tidak bisa diputar.,1
barangku kapan datang ? gua uda lama nunggu . males gua beli lagi,1
baru dibuka tapi bentulnya aneh. kaya udah meleleh tapi dibekuin sendiri padahal baru buka dari pengiriman,1
"kurang suka, bau karetnya sangat menyengat",1
"order 30pcs datangnya 29pcs. ketahuan nya setelah dibongkar dan diberesin masuk ke kotak, ada satu kemasan 5 yg isinya cuma 4!!! complain ditolak, krn gaada video unboxing.. ternyata unilever official account pun tak bisa dipercaya.. ??????",1
salah kirim barang tidak sesuai diskripsi,1
padahal barang belum diproses tapi tidak bisa mengajukan pembatalan karena salah barang. alhasil tidak cocok dan jerawatan pake produk ini.,1
"mesin kasar, pelayanan kurang",1
"cuman bisa dipanjangin sebelah, sebelah yang nga bs dipanjangin sudah karatan, karet yg dikasih mudah lepas, nga dikasih kotak, kondisi barang seperti barang seken, nga dikasih baut sama karet kecil, kalau emg ada double check dari pihak speeds knp hal sepele untuk satu produk aja bs begini kejadiannya?",1
"beli barang tapi barang nya sendiri tidak pernah datang, sementara status selesai & pengembalian uang belum juga dilakukan sampai saat ini",1
ini retak gimana ya kok pembungkusnya apa nggak dicek dulu sebelum dikirim,1
"bagi temen mending ga usah beli drone disini, drone yang saya pakai baru dipakai 1 hari terbangnya udah miring, pas take off malah jungkir balik sendiri, baling-baling kadang mati kadang hidup, chat ke penjual cuma diread dan ga direspon, klo ada bintang 0 mah udah tak kasi bintang 0 ni toko. ga niat jualan.",1
responnya sangat lambat padahal udah request untuk kirim pagi tapi justru sampai siang blm juga dikirim. lain kali tolong diperhatikan lagi.,1
barang tidak datang dana gk kembali,1
"barang hilang/tidak sampai tujuan. resi nyangkut di agen kurir. sempat kontak cs, dan cs mau tanyakan ke rekannya dulu, tapi sampai sekarang tidak ada kejelasan. sayang sekali. untung ini barang murah, jadi sy jg tidak rugi2 amat.",1
awalnya salah kirim judul dulu jadi lama bolak-balikin yang salah kirim dulu. semoga kedepannya ga kejadian lagi ya ke customer lain,1
"seller kurang komunikatif, saya pesan warna biru, tapi dikirim warna pink. dan tanpa pemberitahuan sebelumnya. karena saya beli untuk kado, jadi tidak utk digunakan sendiri. mohon kedepannya diperbaiki.",1
"sangat kecewa, pengiriman lama banget, barang nya juga rusak dan penyok, jangan tergiur sama harga murah ya teman-teman",1
sama sekali gk bisa dpake asli nyesel,1
"diluar ekspetasi banget, sambelnya gak seger, agak bau, gada pedes2nya malah manis, packaging nya sih bagus",1
ukurannya gak sesuai deskripsi gk ada 30cm dan juga gk 2m.. parah sih beli 2 produk berbesa tapi gk rata semua potongannya..,1
sedikit masukan klw utk buble warp agar bagian dalam juga di bungkus jika ada pemesanan brg yg dibungkus bersamaan dgn lampun yg mudah pecah. terima kasih????,1
barang tidak sesuai dengan pesanan,1
tolong di cek dulu sebelum kirim.. power yg satu keluar asap.. untung ganti kapasitor sendiri bisa..,1
"packaging nya ga safe jadi mie nya remuk, shipping nya lama bgt proses nya juga asli lama parah",1
"merek kereta nya beda banget sama di gambar yg dijual. merek yg dijual keluaran china. dan bukan merek thomas train set, tapi thamos train set. rel kretanya juga gk bisa rata stabil. kalo nyari kualitas mending cari yang lain. saya aja ketipu sebenrnya. gk liat review dulu. mgkn kalo penjualnya ngasih barang yg sesuai gambar saya bakal puas.",1
beli sabtu.. proses senin.. kirim selasa.. rabu sampai.. padahal ada beli minggu kirim minggu nyampe senin.. gak lagi lagi beli disin,1
box tidak disegel dan masker di dlmnya tidak dibungkus plastik jadi ragu apakah maskernya higienis dan steril.,1
"order dan gambar truck pemadam kok dikirim mobilan police, not recommended",1
"segel beda, seharusnya segel sein seperti yg kecil. seller kurang paham instruksi, seperti barang repack",1
sy pesan warna merah metalik tp dikirim hitam. padahal sebelum dikirim sy sdh chat penjual.,1
"pesan 4 box yang disegel plastik hanya 1 buah, yang 3 lain tidak ada segel. ini apa maksudnya ya kenapa dibedakan seperti ini? bagaimana higenitas masker ini?",1
"yang kids bener, yg besar beda bahan dan sangat tipis. padahal yg besar pesan yg ada katupnya tapi ini kagak.",1
respon seller lambat.. 2 hari dl baru barang dikirim..,1
barang sampai dg cepat ttp dlm kondisi basah dan bau apek? kenapa bisa begitu ya padahal didalam plastik?????,1
"cepet nyampe karena pake yg kiriman sehari, mic nya ga bsa dpake. chat ke penjualnya, bilang nya itu cuma bonusan.. so.. emang klo bonusan harus dkasi yg rusak..",1
setelah dipakai selama beberapa hari suara menjadi tidak jelas apakah produk ini ori? saya liat di sarung seruling itu bukan made in indonesia tetapi di serulingnya itu made in indonesia apa itu yamaha kw?,1
"emang harus hati2 belanja online ya, kayanya pas beli ga ada tuh foto mukena �kombinasi�, tiba2 dikirim beda sama foto awal. untung tes beli 1 sebelum beli puluhan untuk dikasih keorang. cukup sekali aja beli disini. semoga bisa nemu toko yg amanah",1
"buat emulator delay parah, sama deadzone di dua analog di emu ppsspp dan beberapa emu yg saya coba. intinya gak rekomen buat yg main emulator.",1
"pengiriman tidak sesuai jadwal , pengiriman sangat lama tidak di proses proses , di anjurkan sangat kalau buru� jgn beli di toko ini pelayanan buruk , hanya cepat membalas chat saat mau beli , klau sudah beli boro� di bales , di read saja tidak",1
spray air tdk keluar embun,1
"barang tiba terlepas beberapa bagian, ada jg bagian yg hilang. entah dari toko atau dari jasa pengiriman yg krg baik",1
ada harga ada kualitas. maaf terlalu rentan bahan nya. ga bisa dipasang ring perasan nya,1
"kualitas tali jelek, masker nya cukup tipis dengan harga lumayan mahal, agak ga worth it aja",1
"baru dua kali di pake udah mulai rusak kainnya, gak rekomendasi banget barangnya mudah rusak",1
warnanya tidak sesuai,1
"pengiriman lambat, pas dateng barang juga sudah sobek, debuan. ??????????????",1
"bukunya asli atau ga sih? kok kualitas kertas jelek, ga berwarna, lalu ucapan terimakasihnya masa disecarik kertas kecil terpisah gitu, ga dijilid bersamaan. delivery ok bgt, cepat sampai, respon penjual cepat. hanya kecewa dengan kualitas barangnya saja dengan harga segitu kualitas jelek.",1
"ga adda mesin nya,, jangan di beli...",1
udah kesobek makanan kucing nya alot,1
barang ternyata palsu,1
"untuk sepatu adidas ultra boost sya tidak bisa lengket, udh dicuci bersih trus sya ampelas bagian yg mau di lem tpi tetep gamau lengket, semoga pembeli yg lain bisa lengket gak seperti di sepatu sya",1
"pesan tanggal 2 maret jam 9 pakai pengiriman instant, sampai nya tanggal 3 maret. padahal sudah bayar mahal, dikirimnya keesokan harinya. bukan salah pengantarnya, driver go-send nya sudah mengantarkan paket dengan baik. tapi durasi proses dari toko sangat lama. padahal butuhnya tanggal 2 maret makanya saya pilih pengiriman instant. saya juga sudah tanya pihak toko jika paket bisa dikirim hari itu juga atau tidak, jawabannya bisa. tapi kenyataannya paket saya tidak dikirim pada hari itu juga. kalau tidak bisa dikirim hari itu juga ya bilang. saya juga sudah ajukan cancel pesanan juga tidak ada respon dari penjual. pelayanan sangat sangat buruk. tidak recommended. semoga lebih baik lagi kedepannya.",1
jangan tergiur dengan promo. saya beli 2. cpt habis dan ngecas powerbank nya lama,1
"untuk barang dengan harga yang cukup mahal, saya berekspektasi tidak ada air bubble pada pinggiran lobang home button dan kamera. saya sudah coba beberapa kali untuk memperbaikinya, tetapi sepertinya bukan salah pada pemasangannya.",1
"boleh murah tp jangan murahan. produk masih banyak reject nya. jahitan berantakan, sol banyak longgar dan tidak rapih. pengiriman pun di reschedule di pending se suka hati penjual tanpa memberikan alasan sebab yg jelas. packaging tidak rapih. anehnya foto tidak bisa di upload",1
patah2 dan barang nekas di buka dari packaging nya,1
kaki mainan robot hulk pecah/rusak. mohon dicek sblm kirim brh,1
free canister ga dikirim.. payah kecewah dah males beli disini,1
