Customer Review Final,Emotion Encoded
"[""proses"", ""kirim"", ""kecewa""]",4
"[""produk"", ""kirim"", ""tidak"", ""sesuai""]",4
"[""kecewa"", ""kemas"", ""kertas"", ""sobek"", ""basah"", ""krn"", ""ujung"", ""kertas"", ""yg"", ""lengkung"", ""kirim"", ""d"", ""pack"", ""dgn"", ""bubble"", ""wrap"", ""terima"", ""krn"", ""gak"", ""bikin"", ""video"", ""unboxing""]",4
"[""bungkus"", ""barang"", ""robek"", ""kertas"", ""yg"", ""kuning"", ""tanda"", ""barang"", ""buka"", ""kecewa""]",4
"[""kecewa"", ""beli"", ""order"", ""gunting"", ""tp"", ""tidak"", ""kirim"", ""ya"", ""order"", ""kali"", ""ya"", ""kirim"", ""nyala"", ""nya"", ""zonkkkkkkk""]",4
"[""cacat"", ""rumah""]",4
"[""barang"", ""rusak""]",4
"[""riject"", ""bener"", ""kecewa"", ""langgan"", ""beli"", ""barang"", ""ga"", ""cek"", ""packing""]",4
"[""paket"", ""kondisi"", ""dus"", ""rusak"", ""kotor"", ""kayak"", ""bekas"", ""jatuh"", ""cek"", ""dalem"", ""lakban"", ""nya"", ""penyok"", ""penyok"", ""sedih""]",4
"[""sesuai"", ""gambar"", ""tidak"", ""muas"", ""layan"", ""komplain"", ""tidak"", ""respon"", ""dgn"", ""baik""]",4
"[""kecewa""]",4
"[""sungguh"", ""sedih"", ""beli"", ""pcs"", ""barang"", ""pecah"", ""pcs"", ""sdh"", ""komplain"", ""garansi"", ""minggu"", ""nggak"", ""beres""]",4
"[""pecah"", ""kondisi"", ""mash"", ""plastik"", ""bubble"", ""wrap""]",4
"[""ga"", ""tanggap"", ""komplain"", ""beli"", ""kecewa""]",4
"[""butuh"", ""cepet"", ""kirim"", ""respon"", ""jual"", ""amanah"", ""brather"", ""jujur"", ""nyesel"", ""gw"", ""beli"", ""toko""]",4
"[""kecewa"", ""terang"", ""yard"", ""yard""]",4
"[""tidak"", ""sesuai"", ""pesan""]",4
"[""bungkus"", ""barang"", ""robek"", ""kertas"", ""yg"", ""kuning"", ""tanda"", ""barang"", ""buka"", ""kecewa""]",4
"[""buruk"", ""kecewa"", ""paking"", ""gak"", ""rapih"", ""pake"", ""bubble"", ""warp"", ""aja"", ""pas"", ""paket"", ""sampe"", ""udah"", ""sobek""]",4
"[""barang"", ""kecewa"", ""tidak"", ""layak"", ""pakai"", ""tahan"", ""beban"", ""kg"", ""tahan"", ""beban"", ""nya"", ""ajah"", ""gk"", ""alias"", ""gk"", ""nempel""]",4
"[""barang"", ""yg"", ""terima"", ""tidak"", ""sesuai"", ""pesan"", ""barang"", ""yg"", ""order"", ""ukur"", ""x"", ""yg"", ""ukur"", ""x"", ""tidak"", ""merek"", ""kecewa"", ""bgt"", ""tidak"", ""order""]",4
"[""order"", ""datang"", ""sedih"", ""banget"", ""not"", ""recomended""]",4
"[""kecewa"", ""yard"", ""tipis"", ""sial"", ""gua"", ""liat"", ""komen"", ""bilng"", ""tipis"", ""rugi""]",4
"[""lakban"", ""tipis"", ""yard"", ""kecewa""]",4
"[""kecewa"", ""tidak"", ""sesuai"", ""descripsi"", ""ukur"", ""yard"", ""boong"", ""banget"", ""tipis""]",4
"[""layan"", ""kecewa""]",4
"[""respon"", ""jelek""]",4
"[""gampang"", ""putus"", ""kurang"", ""mantep"", ""dipake"", ""nya""]",4
"[""sih"", ""m"", ""asli"", ""kecewa"", ""udah"", ""beli"", ""tp"", ""gin""]",4
"[""tutup"", ""retak"", ""terima"", ""lepas"", ""markernya"", ""marker"", ""kering"", ""kecewa"", ""banget""]",4
"[""sori"", ""to"", ""say"", ""review"", ""jujur"", ""bikin"", ""kecewa"", ""langgan"", ""sih"", ""barang"", ""habis"", ""tidak"", ""konfirmasi"", ""sblm"", ""kirim"", ""min"", ""mon"", ""maap"", ""teknologi"", ""chat"", ""aplikasi"", ""ya"", ""knp"", ""ngga"", ""konfirmasi"", ""chat"", ""lanjur"", ""klik"", ""pesan"", ""selesai"", ""tidak"", ""aju"", ""kembali"", ""dana"", ""beli"", ""yg"", ""sila"", ""cermat"", ""beli"", ""ya"", ""hati"", ""makasih""]",4
"[""mana"", ""ada"", ""buka"", ""bungkus"", ""tidak"", ""kirim"", ""sama"", ""paket"", ""diskon"", ""yg"", ""sebaga"", ""beli"", ""salah"", ""langsung"", ""selesai"", ""transaksi"", ""kabar"", ""paket"", ""satpam"", ""periksa"", ""kecewa"", ""layan"", ""deli"", ""diskon""]",4
"[""yg"", ""pink"", ""kirim"", ""yg"", ""biru"", ""dapet"", ""penyok"", ""kecewa"", ""banget"", ""ih""]",4
"[""udahhh"", ""responnya"", ""estimasi"", ""dateng"", ""ya"", ""carabungkusnya"", ""ga"", ""rapih"", ""dalem"", ""ristek"", ""pulaaa"", ""kecewa"", ""sihh"", ""mah""]",4
"[""jelek"", ""banget"", ""lakbannya"", ""tipis"", ""lengket"", ""yg"", ""lengket"", ""sisi"", ""ganggu"", ""karna"", ""akibat"", ""paket"", ""orang"", ""tempel"", ""paket"", ""penyok""]",0
"[""sellernya"", ""sombong"", ""gak"", ""sopan""]",0
"[""kacau"", ""beli"", ""lusin"", ""gak"", ""kardusin""]",0
"[""kurang"", ""teliti"", ""pesan"", ""hitam"", ""merah"", ""yg"", ""kirim"", ""hitam""]",0
"[""barang"", ""kondisi"", ""rusak"", ""parah"", ""lcd"", ""pecah""]",0
"[""jenis"", ""yg"", ""made"", ""in"", ""china"", ""yg"", ""bahan"", ""jelek""]",0
"[""seller"", ""tdk"", ""kooperatif"", ""sebal""]",0
"[""beli"", ""bolpen"", ""refill"", ""yg"", ""kirim"", ""main"", ""anak"", ""tanggung"", ""toko"", ""nih""]",0
"[""layan"", ""buruk""]",0
"[""slow"", ""respon""]",0
"[""barang"", ""tidak"", ""kemas""]",0
"[""seller"", ""busuk"", ""packing"", ""sembarang"", ""ga"", ""niat"", ""info"", ""produk"", ""nipu"", ""blgnya"", ""m"", ""tp"", ""nyata"", ""m"", ""jujur"", ""dikit"", ""bos"", ""kl"", ""jual""]",0
"[""adminnya"", ""banyak"", ""bac"", ""t"", ""lamban"", ""bgt"", ""kecewa"", ""banget"", ""dehhh""]",0
"[""layan"", ""buruk"", ""no"", ""debat""]",0
"[""kirim"", ""banget"", ""order"", ""tuju"", ""order""]",0
"[""packing"", ""buruk"", ""kertas"", ""sobek"", ""bungkus""]",0
"[""toko"", ""songgong"", ""brg"", ""rusak"", ""dibebanin"", ""konsumen"", ""ngak"", ""jd"", ""jual"", ""kalo"", ""bubble"", ""beban"", ""beli""]",0
"[""pesan"", ""barang"", ""pas"", ""promo"", ""tidak"", ""kirim"", ""suruh"", ""refund"", ""duit"", ""yg"", ""kirim"", ""barang"", ""hak"", ""sale"", ""gajelas"", ""sale"", ""nya"", ""nipu"", ""bgt"", ""sale"", ""official"", ""store""]",0
"[""kirim"", ""banget"", ""parah""]",0
"[""warna"", ""putih"", ""kasih"", ""hijau"", ""seller"", ""alas"", ""babibu""]",0
"[""barang"", ""pecah"", ""kirim""]",0
"[""seller"", ""ngeyel"", ""bgt"", ""uda"", ""x"", ""belanja"", ""thermal"", ""x"", ""dgn"", ""berat"", ""gr"", ""roll"", ""kali"", ""dpt"", ""roll"", ""berat"", ""gr"", ""retur"", ""byk"", ""x"", ""alas"", ""turun"", ""kualitas"", ""atao"", ""isi"", ""silah"", ""yg"", ""srg"", ""belanja"", ""cek"", ""aja"", ""jual"", ""kgk"", ""usa"", ""bgitunya""]",0
"[""fix"", ""yard"", ""tebal"", ""mm"", ""tipis"", ""boss"", ""gak"", ""sesuai"", ""judul""]",0
"[""toko"", ""songgong"", ""brg"", ""rusak"", ""dibebanin"", ""konsumen"", ""ngak"", ""jd"", ""jual"", ""kalo"", ""bubble"", ""beban"", ""beli""]",0
"[""kirim"", ""lamaaaaaa"", ""banget"", ""beli"", ""tempat"", ""kirim"", ""kacau""]",0
"[""beli"", ""kirim"", ""komplain"", ""no"", ""respon"", ""gak"", ""solutif"", ""rugi"", ""beli"", ""kapok""]",0
"[""toko"", ""benalu"", ""gk"", ""barang"", ""sampah""]",0
"[""nipu"", ""mah"", ""yard"", ""wkwkwk"", ""kaco""]",0
"[""sellernya"", ""aneh"", ""yg"", ""dilakuin"", ""ga"", ""singkron"", ""ribet""]",0
"[""barang"", ""nya"", ""kw"", ""lengket"", ""lemah"", ""beda"", ""m"", ""ori""]",0
"[""pesan"", ""barang"", ""pas"", ""promo"", ""tidak"", ""kirim"", ""suruh"", ""refund"", ""duit"", ""yg"", ""kirim"", ""barang"", ""hak"", ""sale"", ""gajelas"", ""sale"", ""nya"", ""nipu"", ""bgt"", ""sale"", ""official"", ""store""]",0
"[""barang"", ""tidak"", ""kirim"", ""deli"", ""raja"", ""drama"", ""ecom"", ""atupun"", ""oranye"", ""beli"", ""kalo"", ""ngadain"", ""promo"", ""complain"", ""kurang"", ""barang"", ""kirim"", ""tidak"", ""acc"", ""alas"", ""stok"", ""kosong"", ""dana"", ""kembali"", ""sesuai"", ""harga"", ""promo"", ""kalo"", ""ga"", ""niat"", ""bikin"", ""promo"", ""tolong"", ""ga"", ""bikin"", ""kalo"", ""nama"", ""deli"", ""jelek"", ""deli"", ""rugi"", ""bye"", ""ga"", ""beli"", ""deli""]",0
"[""warna"", ""putih"", ""kasih"", ""hijau"", ""seller"", ""alas"", ""babibu""]",0
"[""kirim"", ""barang"", ""nya"", ""cacat"", ""tolong"", ""baik"", ""layan"", ""nya""]",0
"[""salah"", ""kirim"", ""produk"", ""admin"", ""banget"", ""balesnya"", ""proses"", ""retur"", ""gak""]",0
"[""barang"", ""tidak"", ""kembali"", ""uang""]",0
"[""ga"", ""kirim"", ""payah""]",0
"[""barang"", ""gajelas"", ""beli"", ""kirim""]",0
"[""toko"", ""tidak"", ""barang"", ""a"", ""yg"", ""barang"", ""b"", ""toko"", ""barang"", ""yg"", ""ga"", ""kirim"", ""pengambalian"", ""katanua"", ""sd"", ""skrg"", ""blm""]",0
"[""kirim"", ""lambat"", ""polllllll"", ""ga"", ""pantes"", ""official"", ""store""]",0
"[""belanja"", ""mantap"", ""kirim"", ""cepat"", ""barang"", ""rekomended"", ""packing"", ""aman"", ""rapi"", ""belanja"", ""insyaallah""]",3
"[""real"", ""pict"", ""real"", ""spek"", ""packing"", ""rapih"", ""aman"", ""kertas"", ""printer"", ""thermal"", ""tp"", ""kasih"", ""label"", ""fragile"", ""sellernya"", ""recomended"", ""mantaaabbbss""]",3
"[""thanks"", ""gan"", ""paket"", ""udah"", ""darat"", ""selamat"", ""layan"", ""ok"", ""mantab"", ""super"", ""fast"", ""respon"", ""top"", ""very"", ""recomended"", ""seller""]",3
"[""belanja"", ""mantap"", ""kirim"", ""cepat"", ""barang"", ""rekomended"", ""packing"", ""aman"", ""rapi"", ""belanja"", ""insyaallah""]",3
"[""merek"", ""pena"", ""favoritt"", ""murah"", ""tinta"", ""nyata"", ""ga"", ""macet"", ""smooth"", ""klo"", ""nulis""]",3
"[""waaah"", ""neng"", ""bgt"", ""beli"", ""alat"", ""tulis"", ""joyko"", ""lengkaaap"", ""barang"", ""bagus"", ""harga"", ""jangkau"", ""sellernya"", ""fast"", ""respon"", ""anak"", ""happy"", ""top"", ""deh"", ""pokok""]",3
"[""mantappppppppppppppppppppppppppppppppp""]",3
"[""barang"", ""barang"", ""nya"", ""bagus"", ""kurir"", ""rela"", ""antar"", ""walupun"", ""gerimis"", ""salut"", ""kurir""]",3
"[""fast"", ""respon"", ""recommended"", ""seller""]",3
"[""mantap"", ""fast"", ""response"", ""jual"", ""ramah"", ""solutif"", ""next"", ""order"", ""thanks"", ""gan""]",3
"[""barang"", ""cepeeet"", ""banget"", ""terima"", ""kasih"", ""top"", ""bgt""]",3
"[""kualitas"", ""barang"", ""bagus"", ""sesuai"", ""harap"", ""customer"", ""respon"", ""chat"", ""jg"", ""cepat"", ""ramah"", ""rekomended"", ""seller"", ""sukses"", ""lapak"", ""gan""]",3
"[""bagus"", ""semuaaaaanyaaaaaa""]",3
"[""repeat"", ""order"", ""yg"", ""berapa"", ""puas"", ""makasiii"", ""gan"", ""sukses"", ""selaloeee"", ""yaaaa""]",3
"[""layan"", ""ramah"", ""design"", ""maksimal"", ""hasil"", ""sesuai"", ""harap"", ""recommended""]",3
"[""mungil"", ""bntukny"", ""tp"", ""bnyak"", ""fungsi"", ""kualitas"", ""mantaapppp""]",3
"[""produk"", ""bagus"", ""proses"", ""cepat"", ""jual"", ""ramah"", ""desain"", ""bagus"", ""pesan""]",3
"[""fast"", ""respon"", ""barang"", ""bagus"", ""recommend""]",3
"[""barang"", ""cepat"", ""banget"", ""proses"", ""bungkus"", ""rapi"", ""mantap"", ""langgan""]",3
"[""saran"", ""beli"", ""beli"", ""tambah"", ""packing"", ""lebih"", ""kertas"", ""ok"", ""tidak"", ""cacat"", ""harga"", ""jangkau"", ""best""]",3
"[""mantaaaaaaaaapppppp"", ""layan"", ""cepat"", ""kirim"", ""top"", ""markotop"", ""bintang"", ""recommended"", ""pagi"", ""order"", ""malam"", ""udah"", ""nyampe""]",3
"[""gumush"", ""bgt"", ""cutternyaa"", ""imut"", ""warna"", ""pinkkknya"", ""cutee"", ""neng"", ""bangedddd"", ""lochh"", ""thank"", ""you"", ""deliii"", ""alat"", ""lengkap"", ""and"", ""keren""]",3
"[""kirim"", ""cepet"", ""banget"", ""sen"", ""kemarin"", ""udah"", ""sampe"", ""barang"", ""aman"", ""no"", ""damage"", ""samsek"", ""mantappp""]",3
"[""kirim"", ""lumayan"", ""cepat"", ""warna"", ""cutternya"", ""sangattt"", ""cantik"", ""ukur"", ""mungil"", ""bawa"", ""mana"", ""aja"", ""mantappp"", ""bgt""]",3
"[""layan"", ""ramah"", ""gratis"", ""design"", ""pokok"", ""rekomendasi"", ""banget"", ""bikin"", ""cap""]",3
"[""ernyata"", ""tebel"", ""bangat"", ""kirim"", ""cepat"", ""packing"", ""aman"", ""kualitas"", ""barang"", ""oke"", ""kereenn"", ""banget"", ""thanx""]",3
"[""seller"", ""komunikatif"", ""kerja"", ""cepat"", ""udh"", ""repeat"", ""order""]",3
"[""fast"", ""response"", ""proses"", ""kirim"", ""langsung"", ""kemas"", ""baik"", ""rapi"", ""aman"", ""kirim"", ""cepat"", ""harga"", ""ekonomis"", ""murah"", ""pesan"", ""lengkap"", ""sesuai"", ""kualitas"", ""produk"", ""baik"", ""lentur"", ""lekat"", ""kuat"", ""trusted"", ""seller"", ""produk"", ""jual"", ""rekomendasi"", ""terima"", ""kasih""]",3
"[""baik"", ""pokok"", ""packing"", ""lakban"", ""doang"", ""rapih"", ""banget"", ""keren"", ""lakbannya"", ""rekat"", ""banget""]",3
"[""top"", ""banget"", ""kurir"", ""ramah"", ""banget"", ""udah"", ""langgan"", ""sicepat"", ""top"", ""dah"", ""terimakasih"", ""seller"", ""kurir"", ""gak"", ""lupa"", ""tokopedia"", ""terimakasih""]",3
"[""barang"", ""original"", ""harga"", ""murah"", ""kirim"", ""cepat"", ""terimakasih"", ""tokopedia"", ""terimakasih"", ""seller"", ""terimakasih"", ""kurir"", ""moga"", ""sehat"", ""jauh"", ""dr"", ""virus"", ""cepat"", ""sembuh"", ""indonesia"", ""love"", ""ya""]",3
"[""tokopedia"", ""dabest"", ""thankssssssssssssssss""]",3
"[""layan"", ""bagus"", ""besok"", ""order""]",3
"[""respon"", ""cepet"", ""ramah"", ""solutif"", ""kerja"", ""cepet"", ""banget"", ""harga"", ""kompetitif"", ""kerenn"", ""recommended"", ""seller""]",3
"[""produk"", ""bagus"", ""n"", ""sesuai"", ""dgn"", ""pesan"", ""sya"", ""seller"", ""mantul"", ""makasih"", ""skss""]",3
"[""rekomendasi"", ""bangett"", ""toko"", ""kirim"", ""cepat"", ""insya"", ""alloh"", ""langgan""]",3
"[""kirim"", ""cepat"", ""produk"", ""good"", ""daya"", ""rekat"", ""bagus"", ""seller"", ""amanah"", ""ragu"", ""belanja""]",3
"[""bagus"", ""barang"", ""udah"", ""kali"", ""kali"", ""beli""]",3
"[""bagus"", ""kirim"", ""cepet"", ""banget"", ""langgan"", ""nih""]",3
"[""toko"", ""langgan"", ""kirim"", ""cepat"", ""terimakasih""]",3
"[""barang"", ""pes"", ""tanggal"", ""kirim"", ""tgl"", """", ""mantep"", ""ga"", ""tuh"", ""mantep"", ""ga"", ""tuh""]",1
"[""whiteboard"", ""lengkung"", ""alumunium"", ""bengkok"", ""skrup"", ""hilang"", ""mutu"", ""rendah"", ""gambar"", ""deskripsi""]",1
"[""barang"", ""tidak"", ""tdk"", ""solusi""]",1
"[""patah"", ""barang"", ""nekas"", ""buka"", ""packaging"", ""nya""]",1
"[""barang"", ""toko"", ""pefia"", ""tolong"", ""reviwe"", ""kerjasama"", ""kurir"", ""antaraja"", ""lelet"", ""gak"", ""tanggung"", ""barang"", ""sdh"", ""konfirmasi"", ""terima"", ""mes"", ""hadeeehhh"", ""kurir"", ""abal"", ""super"", ""lelet""]",1
"[""pesan"", ""tidak"", ""kirim"", ""tidak"", ""komunikasi"", ""apa"", ""tidak"", ""solusi"", ""kembali"", ""barang"", ""biaya""]",1
"[""beli"", ""isi"", ""ulang"", ""pulpen"", ""yg"", ""kirim"", ""isi"", ""ulang"", ""pulpen"", ""kalo"", ""jual"", ""teliti"", ""jujur"", ""gan"", ""sayang"", ""gak"", ""video"", ""in"", ""unboxing"", ""kalo"", ""komplain"", ""gak"", ""bukti"", ""rugi"", ""ribu"", ""ya"", ""udah"", ""diiklasin"", ""aja"", ""smoga"", ""jadi"", ""plajaran"", ""beli"", ""pintar""]",1
"[""order"", ""hitam"", ""kirim"", ""biru"", ""tidak"", ""respons""]",1
"[""barang"", ""sdh"", ""sesuai"", ""respon"", ""lambat"", ""kirim"", ""pake"", ""sameday"", ""jam"", ""barang"", ""antar"", ""terima"", ""cat"", ""transaksi"", ""jam"", ""siang"", ""packing"", ""barang"", ""kirim"", ""ada"", ""tidak"", ""rekomendasi"", ""deh"", ""klw"", ""barang"", ""ken"", ""buru"", ""buru"", ""terima"", ""pakai""]",1
"[""butuh"", ""cepet"", ""kirim"", ""respon"", ""jual"", ""amanah"", ""brather"", ""jujur"", ""nyesel"", ""gw"", ""beli"", ""toko""]",1
"[""dateng"", ""udah"", ""robek"", ""bungkus"", ""kertas"", ""kotor"", ""udah"", ""wanti"", ""jual"", ""pdhal"", ""biar"", ""ga"", ""kayak"", ""gin"", ""eh"", ""tetep"", ""aja"", ""bingung""]",1
"[""barang"", ""pecah"", ""rusak"", ""terima""]",1
"[""kalkulator"", ""nya"", ""mati"", ""tolong"", ""kak"", ""kirim"", ""barang"", ""tes""]",1
"[""beli"", ""pcs"", ""rusak""]",1
"[""kirim"", ""super"", ""duper"", ""lamaaaa"", ""not"", ""recommended""]",1
"[""beli"", ""barang"", ""rusak"", ""suruh"", ""benerin""]",1
"[""tipu"", ""barang"", ""yg"", ""kirim"", ""hvs"", ""f"", ""sadar"", ""pesan"", ""selesai"", ""tidak"", ""aju"", ""komplain"", ""hati"", ""hati"", ""jual"", ""teman"", ""teman"", ""yg"", ""pesan"", ""baik"", ""toko"", ""thx""]",1
"[""rumah"", ""pas"", ""bungkus"", ""paket"", ""buka"", ""bungkus"", ""kertas"", ""buka"", ""kertas"", ""yg"", ""rusak"", ""kotor"", ""tidak"", ""recommended""]",1
"[""kirim"", ""tidak"", ""sesuai"", ""jadwal"", ""kirim"", ""tidak"", ""proses"", ""proses"", ""anjur"", ""buru"", ""jgn"", ""beli"", ""toko"", ""layan"", ""buruk"", ""cepat"", ""balas"", ""chat"", ""beli"", ""klau"", ""beli"", ""boro"", ""bales"", ""read"", ""tidak""]",1
"[""kirim"", ""tidak"", ""sesuai"", ""jadwal"", ""kirim"", ""tidak"", ""proses"", ""proses"", ""anjur"", ""buru"", ""jgn"", ""beli"", ""toko"", ""layan"", ""buruk"", ""cepat"", ""balas"", ""chat"", ""beli"", ""klau"", ""beli"", ""boro"", ""bales"", ""read"", ""tidak""]",1
"[""beli"", ""cutter"", ""kirim"", ""cutter"", ""blade"", ""cutter"", ""blade""]",1
"[""gunting"", ""ga"", ""d"", ""paket"", ""yg"", ""d"", ""kirim""]",1
"[""belanja"", ""toko"", ""tipu"", ""yg"", ""kirim"", ""barang"", ""murah"", ""gak"", ""ganti"", ""selisih"", ""harga""]",1
"[""beli"", ""barang"", ""produk"", ""tidak"", ""kirim""]",1
"[""produk"", ""tidak"", ""sesuai"", ""deskripsi"", ""jual"", ""salah"", ""kirim"", ""tdk"", ""solutif"", ""tulis"", ""instruksi"", ""terang""]",1
"[""salah"", ""kirim"", ""produk"", ""admin"", ""banget"", ""balesnya"", ""proses"", ""retur"", ""gak""]",1
"[""kirim"", ""barang"", ""nya"", ""cacat"", ""tolong"", ""baik"", ""layan"", ""nya""]",1
"[""layan"", ""buruk"", ""kirim"", ""barang"", ""buruk"", ""banget"", ""sampai"", ""kapok"", ""beli"", ""gak""]",1
"[""barang"", ""tidak"", ""sesuai"", ""pesan""]",1
"[""kirim"", ""tidak"", ""sesuai"", ""pesan"", ""proses""]",1
"[""kali"", ""pesan"", ""kecewa"", ""hasil"", ""print"", ""meleset"", ""desain"", ""seller"", ""kasih"", ""masuk"", ""salah"", ""beli"", ""ga"", ""beli""]",1
"[""produk"", ""tidak"", ""sesuai"", ""pesan"", ""laminasi"", ""kirim"", ""laminasi"", ""tulis"", ""buram"", ""prosesur"", ""mesan"", ""ribet""]",1
"[""barang"", ""tidak"", ""kirim"", ""deli"", ""raja"", ""drama"", ""ecom"", ""atupun"", ""oranye"", ""beli"", ""kalo"", ""ngadain"", ""promo"", ""complain"", ""kurang"", ""barang"", ""kirim"", ""tidak"", ""acc"", ""alas"", ""stok"", ""kosong"", ""dana"", ""kembali"", ""sesuai"", ""harga"", ""promo"", ""kalo"", ""ga"", ""niat"", ""bikin"", ""promo"", ""tolong"", ""ga"", ""bikin"", ""kalo"", ""nama"", ""deli"", ""jelek"", ""deli"", ""rugi"", ""bye"", ""ga"", ""beli"", ""deli""]",1
"[""seller"", ""kirim"", ""order"", ""minggu"", ""rabu"", ""pagi"", ""sampe"", ""selasa"", ""g"", ""kirim"", ""kirim"", ""rabu"", ""kamis"", ""sampe"", ""udah"", ""kelar"", ""butuh"", ""udah"", ""request"", ""cancel"", ""barang"", ""kirim"", ""seller"", ""g"", ""cancelin"", ""alas"", ""gabisa"", ""cancel"", ""audit"", ""sistem""]",1
"[""highly"", ""not"", ""recomended"", ""seller"", ""pesan"", ""kirim"", ""tidak"", ""itikad"", ""baik"", ""tanggung"", ""dr"", ""seller"", ""mohon"", ""teman"", ""hati"", ""ya""]",1
"[""nya"", ""lakban"", ""tokopedia"", ""suruh"", ""komplain"", ""layan"", ""nya"", ""buruk"", ""admin"", ""chatting"", ""nya"", ""buruk"", ""layan"", ""customer""]",1
"[""pesan"", ""yg"", ""bs"", ""dipake"", ""itu"", ""tidak"", ""sempurna"", ""kemungkinn"", ""pecah"", ""kirim"", ""paking"", ""tidak"", ""aman"", ""ada""]",1
"[""barang"", ""pecah"", ""kotak"", ""tidak"", ""himbauan"", ""barang"", ""mudah"", ""pecah""]",1
"[""packing"", ""pakai"", ""lembar"", ""plastik"", ""kresek"", ""kertas"", ""basah""]",1
"[""kirim"", ""lambat"", ""pas"", ""dateng"", ""barang"", ""sobek"", ""debu""]",1
"[""kendara"", ""kinclong"", ""mantap""]",2
"[""sesuai"", ""pesan""]",2
"[""barang"", ""sesuai"", ""deksripsi"", ""kirim"", ""cepat"", ""rapi"", ""terima"", ""kasih""]",2
"[""sedot"", ""kuat"", ""harga"", ""murah"", ""mudah"", ""bersih"", ""kabel"", ""listrik""]",2
"[""brg"", ""terima"", ""dlm"", ""baik"", ""bom"", ""coba"", ""mudah"", ""an"", ""sesuai"", ""harap""]",2
"[""bagus"", ""alat"", ""bagus"", ""service"", ""nya"", ""cepat"", ""nyampe"", ""barang""]",2
"[""pesan"", ""sesuai"", ""deskripsi"", ""kirim"", ""cepat""]",2
"[""fungsi"", ""sesuai"", ""deskripsi""]",2
"[""fungsi"", ""mesti"", ""mantapp""]",2
"[""paket"", ""aman"", ""tq"", ""gan""]",2
"[""barang"", ""terima"", ""sesuai"", ""dgn"", ""deskripsi"", ""terimakasih""]",2
"[""barang"", ""ok"", ""sesuai"", ""pesan""]",2
"[""lengkap"", ""y"", ""gan"", ""trins""]",2
"[""kirim"", ""on"", ""time"", ""produk"", ""fungsi"", ""baik"", ""harap""]",2
"[""terima"", ""barang"", ""gan"", ""makas""]",2
"[""barang"", ""mantap"", ""sesuai"", ""deskripsi"", ""coba"", ""moga"", ""awet""]",2
"[""makasih"", ""jual"", ""responsif"", ""barang"", ""terima"", ""aman"", ""moga"", ""awet""]",2
"[""puas"", ""bgt"", ""toko"", ""responnya"", ""full"", ""cepet"", ""bgt"", ""layan"", ""atas"", ""standart""]",2
"[""iya"", ""brang"", ""nya"", ""bagus""]",2
"[""sesuai"", ""gambar"", ""ok"", ""trims""]",2
"[""lampu"", ""terang"", ""pancar"", ""cahaya"", ""lampu"", ""yg"", ""baik"", ""produk"", ""original"", ""langsung"", ""pasang"", ""tinggal"", ""liat"", ""cahaya"", ""mlm"", ""gmn""]",2
"[""barang"", ""cepat"", ""bolamnya"", ""awet"", ""terang"", ""banget"", ""toko"", ""baik"", ""kurir"", ""baik"", ""ragu"", ""beli"", ""toko""]",2
"[""kualitas"", ""bagus"", ""packing"", ""safety"", ""bingitz"", ""cm"", ""syg"", ""kirim"", ""klo"", ""saran"", ""pake"", ""si"", ""cepat"", ""lbh"", ""bagus""]",2
"[""lampu"", ""terang"", ""pancar"", ""cahaya"", ""lampu"", ""yg"", ""baik"", ""produk"", ""original""]",2
"[""barang"", ""cpt"", ""smpk"", ""sesuai"", ""sm"", ""yg"", ""gambar"", ""barang"", ""bagus"", ""fungsi"", ""lampu"", ""terang""]",2
"[""barang"", ""bagus"", ""order"", ""moga"", ""nyala"", ""semualampunya"", ""terang"", ""pancar"", ""cahaya"", ""lampu"", ""yg"", ""baik"", ""produk"", ""original""]",2
"[""produk"", ""sesuai"", ""deskripsi"", ""variasi"", ""produk"", ""agam"", ""fungsi"", ""baik""]",2
"[""barang"", ""cpt"", ""sampe"", ""sesuai"", ""pesan"", ""packingnya"", ""rapi"", ""respon"", ""seller""]",2
"[""sesuai"", ""deskripsi"", ""seller"", ""gercep"", ""interaktif"", ""rekomended""]",2
"[""produk"", ""original""]",2
"[""produk"", ""sesuai"", ""deskripsi""]",2
"[""produk"", ""sesuai"", ""deskripsi"", ""fungsi"", ""baik"", ""dapet"", ""stiker"", ""jg"", ""thx"", ""yaa""]",2
"[""harga"", ""murah"", ""kualitas"", ""barang"", ""keren"", ""abis"", ""gak"", ""nyesel"", ""dah"", ""beli""]",2
"[""produk"", ""mantap"", ""produk"", ""sesuai"", ""deskripsi"", ""variasi"", ""produk"", ""agam""]",2
"[""gantung"", ""kunci"", ""bagus""]",2
"[""produk"", ""sesuai"", ""deskripsi"", ""variasi"", ""produk"", ""agam"", ""fungsi"", ""baik""]",2
"[""barang"", ""cpt"", ""sampe"", ""sesuai"", ""pesan"", ""packingnya"", ""rapi"", ""respon"", ""seller""]",2
"[""mantap"", ""sesuai"", ""pesan"", ""antar"", ""cepatproduk"", ""sesuai"", ""deskripsi""]",2
"[""produk"", ""sesuai"", ""deskripsi"", ""kualitas"", ""produk"", ""bagus"", ""karet"", ""tebal"", ""buat"", ""rapi"", ""halus"", ""thanks"", ""seller"", ""for"", ""flash"", ""sale""]",2
"[""produk"", ""sesuai"", ""deskripsi"", ""variasi"", ""produk"", ""agam"", ""fungsi"", ""baik""]",2
